Name,Governor ID,Alliance,Power
ßRÉÉŽŸ,96558455,RR38,45473381.0
Vivadiva,96566351,RR38,68248553.0
义Pillow义,96569933,RK38,35155128.0
Shahrivar,96577092,RY38,25173171.0
M3llow 7empest,96581509,Ri38,16710463.0
Pirate Kyozelia,96583489,Rt38,16745519.0
M3llow TNT,96593085,Ri38,24351621.0
Davy Chajones,96595307,Rt38,17259296.0
Pirate beaver,96603070,Rt38,18553618.0
Trooper Aomlove,96616712,RR38,26262290.0
ÁltairSTARS,96617124,Rw38,15831019.0
SlayerˣCaboツ,96625552,RX38,21457303.0
Pirate cass,96645283,Rt38,19773078.0
SlayerXSkipper,96650925,RX38,18806865.0
Slayer Kowalski,96653681,RX38,22093279.0
MoRpehh,96675956,RR38,27352166.0
Pirate Ryōta,96700452,Rt38,19024646.0
Kuzäッ,96708632,RK38,36438179.0
PirateMatuPatu,96776653,Rt38,21053829.0
TilValhallaa,96970314,RP38,22111451.0
I AM STIK,97061961,RP38,24057828.0
父SɦǟʀҜ父,97075355,Rt38,20315733.0
Mr BushCyrix,97078494,RP38,61592459.0
SwordsManZoro,97086973,Rw38,16869833.0
Chuunin Swag,97091387,RK38,13684359.0
Groot DK,97091638,Rw38,23662977.0
Q U E E N I E E,97101811,RA38,18519660.0
Small SupDup,97102262,RA38,45680633.0
Trooperkamikaze,97121989,Rw38,23146579.0
Mr sheaffer,97123715,RP38,19372554.0
Trooper Mal,97125033,Rt38,26795325.0
THOR 27PH,97125698,Rw38,15774470.0
亗Āmë,97127787,RR38,26092836.0
Small Odin,97144363,RA38,21489355.0
Miss Chemical,97160911,Rw38,14207951.0
M3llow Khęprį,97175946,Ri38,14044233.0
Jota San,97184158,RA38,20340042.0
CaptEarl,97194125,Rw38,13042031.0
Trooper Luffy,97201220,Rw38,17436561.0
SilverSurferz,97206229,RP38,22207241.0
WraithShot,97223990,RA38,19128995.0
Lethal Pirate,97224201,Rt38,13265119.0
Pirate SM00th,97250821,Rt38,22304533.0
Jarvis Ztech,97287877,Rw38,16949482.0
Miss Riah Swann,97387239,Rt38,11976409.0
ImAnRSoul,97435707,Ri38,24168971.0
M3llow Row,97465809,Ri38,43779282.0
Ᵽinkie,97560016,RR38,26871832.0
Murdøc,97560095,RR38,30264492.0
M3LLOW SQUIRREL,97642297,Ri38,27760690.0
Louylou,9771821,RK38,62848193.0
乄Daver乄,9775721,RK38,48820406.0
Ørney,97822225,RX38,24666448.0
GIYU T0MI0KA,97830892,RP38,40680119.0
minero21,98013414,Ri38,68949773.0
DE4DPO0L,98020847,Rw38,17470553.0
ㅤPirate  Peace,98091482,Rt38,20107332.0
D3VYN,98226089,Rw38,20683759.0
BLACKVAGOAL,98398193,Rw38,17344426.0
Will Tuga III,99203747,Rt38,16610421.0
Blueberriesi,99283317,Ri38,23900540.0
Slayer ˣPēēp,99495030,RX38,20948478.0
ItsAki,9957322,RX38,84036917.0
